,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen
0,7 may 2025,"1,1343","1,1378","1,1327","1,1343","1,1343",-
1,6 may 2025,"1,1313","1,1361","1,1281","1,1313","1,1313",-
2,5 may 2025,"1,1323","1,1365","1,1313","1,1323","1,1323",-
3,2 may 2025,"1,1296","1,1379","1,1275","1,1296","1,1296",-
4,1 may 2025,"1,1325","1,1341","1,1267","1,1325","1,1325",-
5,30 abr 2025,"1,1389","1,1399","1,1327","1,1389","1,1389",-
6,29 abr 2025,"1,1409","1,1420","1,1371","1,1409","1,1409",-
7,28 abr 2025,"1,1343","1,1408","1,1331","1,1343","1,1343",-
8,25 abr 2025,"1,1372","1,1384","1,1316","1,1372","1,1372",-
9,24 abr 2025,"1,1327","1,1394","1,1322","1,1327","1,1327",-
10,23 abr 2025,"1,1351","1,1440","1,1338","1,1351","1,1351",-
11,22 abr 2025,"1,1513","1,1547","1,1454","1,1513","1,1513",-
12,17 abr 2025,"1,1397","1,1396","1,1341","1,1397","1,1397",-
13,16 abr 2025,"1,1293","1,1390","1,1294","1,1293","1,1293",-
14,15 abr 2025,"1,1340","1,1378","1,1286","1,1340","1,1340",-
15,14 abr 2025,"1,1343","1,1425","1,1300","1,1343","1,1343",-
16,11 abr 2025,"1,1258","1,1472","1,1251","1,1258","1,1258",-
17,10 abr 2025,"1,0952","1,1225","1,0953","1,0952","1,0952",-
18,9 abr 2025,"1,0980","1,1095","1,0972","1,0980","1,0980",-
19,8 abr 2025,"1,0915","1,0992","1,0892","1,0915","1,0915",-
20,7 abr 2025,"1,0985","1,1050","1,0903","1,0985","1,0985",-
21,4 abr 2025,"1,1044","1,1108","1,0965","1,1044","1,1044",-
22,3 abr 2025,"1,0909","1,1133","1,0882","1,0909","1,0909",-
23,2 abr 2025,"1,0796","1,0873","1,0782","1,0796","1,0796",-
24,1 abr 2025,"1,0819","1,0831","1,0780","1,0819","1,0819",-
25,31 mar 2025,"1,0824","1,0848","1,0786","1,0824","1,0824",-
26,28 mar 2025,"1,0801","1,0845","1,0766","1,0801","1,0801",-
27,27 mar 2025,"1,0742","1,0819","1,0742","1,0742","1,0742",-
28,26 mar 2025,"1,0787","1,0802","1,0769","1,0787","1,0787",-
29,25 mar 2025,"1,0804","1,0831","1,0779","1,0804","1,0804",-
30,24 mar 2025,"1,0836","1,0857","1,0791","1,0836","1,0836",-
31,21 mar 2025,"1,0857","1,0861","1,0806","1,0857","1,0857",-
32,20 mar 2025,"1,0912","1,0918","1,0818","1,0912","1,0912",-
33,19 mar 2025,"1,0939","1,0946","1,0876","1,0939","1,0939",-
34,18 mar 2025,"1,0919","1,0954","1,0897","1,0919","1,0919",-
35,17 mar 2025,"1,0881","1,0929","1,0869","1,0881","1,0881",-
36,14 mar 2025,"1,0856","1,0910","1,0831","1,0856","1,0856",-
37,13 mar 2025,"1,0886","1,0899","1,0823","1,0886","1,0886",-
38,12 mar 2025,"1,0914","1,0935","1,0877","1,0914","1,0914",-
39,11 mar 2025,"1,0839","1,0930","1,0837","1,0839","1,0839",-
40,10 mar 2025,"1,0861","1,0873","1,0806","1,0861","1,0861",-
41,7 mar 2025,"1,0788","1,0886","1,0782","1,0788","1,0788",-
42,6 mar 2025,"1,0795","1,0851","1,0782","1,0795","1,0795",-
43,5 mar 2025,"1,0627","1,0786","1,0603","1,0627","1,0627",-
44,4 mar 2025,"1,0485","1,0560","1,0472","1,0485","1,0485",-
45,3 mar 2025,"1,0414","1,0500","1,0390","1,0414","1,0414",-
46,28 feb 2025,"1,0395","1,0421","1,0382","1,0395","1,0395",-
47,27 feb 2025,"1,0489","1,0490","1,0405","1,0489","1,0489",-
48,26 feb 2025,"1,0524","1,0527","1,0476","1,0524","1,0524",-
49,25 feb 2025,"1,0461","1,0518","1,0458","1,0461","1,0461",-
50,24 feb 2025,"1,0475","1,0529","1,0454","1,0475","1,0475",-
51,21 feb 2025,"1,0501","1,0508","1,0450","1,0501","1,0501",-
52,20 feb 2025,"1,0421","1,0479","1,0420","1,0421","1,0421",-
53,19 feb 2025,"1,0448","1,0462","1,0405","1,0448","1,0448",-
54,18 feb 2025,"1,0485","1,0486","1,0443","1,0485","1,0485",-
55,17 feb 2025,"1,0489","1,0507","1,0467","1,0489","1,0489",-
56,14 feb 2025,"1,0462","1,0514","1,0448","1,0462","1,0462",-
57,13 feb 2025,"1,0392","1,0446","1,0379","1,0392","1,0392",-
58,12 feb 2025,"1,0365","1,0396","1,0318","1,0365","1,0365",-
59,11 feb 2025,"1,0302","1,0352","1,0293","1,0302","1,0302",-
60,10 feb 2025,"1,0312","1,0336","1,0300","1,0312","1,0312",-
61,7 feb 2025,"1,0386","1,0406","1,0325","1,0386","1,0386",-
62,6 feb 2025,"1,0401","1,0405","1,0355","1,0401","1,0401",-
63,5 feb 2025,"1,0373","1,0436","1,0370","1,0373","1,0373",-
64,4 feb 2025,"1,0327","1,0387","1,0277","1,0327","1,0327",-
65,3 feb 2025,"1,0248","1,0327","1,0213","1,0248","1,0248",-
66,31 ene 2025,"1,0397","1,0412","1,0362","1,0397","1,0397",-
67,30 ene 2025,"1,0425","1,0466","1,0391","1,0425","1,0425",-
68,29 ene 2025,"1,0429","1,0445","1,0383","1,0429","1,0429",-
69,28 ene 2025,"1,0445","1,0456","1,0415","1,0445","1,0445",-
70,27 ene 2025,"1,0468","1,0534","1,0454","1,0468","1,0468",-
71,24 ene 2025,"1,0416","1,0519","1,0413","1,0416","1,0416",-
72,23 ene 2025,"1,0410","1,0425","1,0386","1,0410","1,0410",-
73,22 ene 2025,"1,0406","1,0458","1,0401","1,0406","1,0406",-
74,21 ene 2025,"1,0421","1,0434","1,0345","1,0421","1,0421",-
75,20 ene 2025,"1,0277","1,0427","1,0279","1,0277","1,0277",-
76,17 ene 2025,"1,0302","1,0330","1,0267","1,0302","1,0302",-
77,16 ene 2025,"1,0295","1,0312","1,0264","1,0295","1,0295",-
78,15 ene 2025,"1,0307","1,0350","1,0271","1,0307","1,0307",-
79,14 ene 2025,"1,0265","1,0304","1,0240","1,0265","1,0265",-
80,13 ene 2025,"1,0244","1,0250","1,0184","1,0244","1,0244",-
81,10 ene 2025,"1,0298","1,0312","1,0221","1,0298","1,0298",-
82,9 ene 2025,"1,0315","1,0323","1,0286","1,0315","1,0315",-
83,8 ene 2025,"1,0346","1,0358","1,0277","1,0346","1,0346",-
84,7 ene 2025,"1,0386","1,0436","1,0359","1,0386","1,0386",-
85,6 ene 2025,"1,0305","1,0435","1,0296","1,0305","1,0305",-
86,3 ene 2025,"1,0268","1,0305","1,0265","1,0268","1,0268",-
87,2 ene 2025,"1,0352","1,0376","1,0232","1,0352","1,0352",-
88,31 dic 2024,"1,0406","1,0424","1,0349","1,0406","1,0406",-
89,30 dic 2024,"1,0429","1,0459","1,0374","1,0429","1,0429",-
90,27 dic 2024,"1,0423","1,0445","1,0407","1,0423","1,0423",-
91,26 dic 2024,"1,0400","1,0425","1,0391","1,0400","1,0400",-
92,25 dic 2024,"1,0403","1,0433","1,0401","1,0403","1,0403",-
93,24 dic 2024,"1,0406","1,0411","1,0387","1,0406","1,0406",-
94,23 dic 2024,"1,0433","1,0448","1,0386","1,0433","1,0433",-
95,20 dic 2024,"1,0365","1,0433","1,0344","1,0365","1,0365",-
96,19 dic 2024,"1,0350","1,0422","1,0353","1,0350","1,0350",-
97,18 dic 2024,"1,0495","1,0515","1,0468","1,0495","1,0495",-
98,17 dic 2024,"1,0517","1,0533","1,0480","1,0517","1,0517",-
99,16 dic 2024,"1,0510","1,0524","1,0475","1,0510","1,0510",-
100,13 dic 2024,"1,0474","1,0523","1,0454","1,0474","1,0474",-
101,12 dic 2024,"1,0507","1,0530","1,0465","1,0507","1,0507",-
102,11 dic 2024,"1,0533","1,0541","1,0482","1,0533","1,0533",-
103,10 dic 2024,"1,0555","1,0567","1,0500","1,0555","1,0555",-
104,9 dic 2024,"1,0565","1,0593","1,0533","1,0565","1,0565",-
105,6 dic 2024,"1,0586","1,0626","1,0546","1,0586","1,0586",-
106,5 dic 2024,"1,0514","1,0588","1,0509","1,0514","1,0514",-
107,4 dic 2024,"1,0511","1,0540","1,0474","1,0511","1,0511",-
108,3 dic 2024,"1,0501","1,0530","1,0482","1,0501","1,0501",-
109,2 dic 2024,"1,0546","1,0546","1,0462","1,0545","1,0545",-
110,29 nov 2024,"1,0563","1,0595","1,0543","1,0563","1,0563",-
111,28 nov 2024,"1,0562","1,0565","1,0529","1,0562","1,0562",-
112,27 nov 2024,"1,0491","1,0583","1,0475","1,0491","1,0491",-
113,26 nov 2024,"1,0444","1,0544","1,0427","1,0444","1,0444",-
114,25 nov 2024,"1,0480","1,0530","1,0450","1,0480","1,0480",-
115,22 nov 2024,"1,0469","1,0499","1,0340","1,0469","1,0469",-
116,21 nov 2024,"1,0546","1,0557","1,0469","1,0546","1,0546",-
117,20 nov 2024,"1,0608","1,0612","1,0509","1,0608","1,0608",-
118,19 nov 2024,"1,0595","1,0601","1,0529","1,0595","1,0595",-
119,18 nov 2024,"1,0534","1,0586","1,0531","1,0534","1,0534",-
120,15 nov 2024,"1,0530","1,0592","1,0524","1,0530","1,0530",-
121,14 nov 2024,"1,0564","1,0581","1,0499","1,0564","1,0564",-
122,13 nov 2024,"1,0617","1,0649","1,0560","1,0617","1,0617",-
123,12 nov 2024,"1,0664","1,0663","1,0597","1,0664","1,0664",-
124,11 nov 2024,"1,0715","1,0728","1,0629","1,0715","1,0715",-
125,8 nov 2024,"1,0795","1,0797","1,0710","1,0795","1,0795",-
126,7 nov 2024,"1,0733","1,0826","1,0714","1,0733","1,0733",-
127,6 nov 2024,"1,0934","1,0933","1,0684","1,0934","1,0934",-
128,5 nov 2024,"1,0874","1,0922","1,0873","1,0874","1,0874",-
129,4 nov 2024,"1,0875","1,0916","1,0870","1,0875","1,0875",-
130,1 nov 2024,"1,0886","1,0904","1,0848","1,0886","1,0886",-
131,31 oct 2024,"1,0859","1,0888","1,0845","1,0859","1,0859",-
132,30 oct 2024,"1,0821","1,0867","1,0810","1,0821","1,0821",-
133,29 oct 2024,"1,0817","1,0826","1,0770","1,0817","1,0817",-
134,28 oct 2024,"1,0797","1,0827","1,0783","1,0797","1,0797",-
135,25 oct 2024,"1,0824","1,0842","1,0812","1,0824","1,0824",-
136,24 oct 2024,"1,0781","1,0810","1,0772","1,0781","1,0781",-
137,23 oct 2024,"1,0797","1,0808","1,0763","1,0797","1,0797",-
138,22 oct 2024,"1,0818","1,0838","1,0802","1,0818","1,0818",-
139,21 oct 2024,"1,0869","1,0870","1,0821","1,0869","1,0869",-
140,18 oct 2024,"1,0830","1,0864","1,0828","1,0830","1,0830",-
141,17 oct 2024,"1,0862","1,0870","1,0814","1,0862","1,0862",-
142,16 oct 2024,"1,0884","1,0902","1,0868","1,0884","1,0884",-
143,15 oct 2024,"1,0909","1,0918","1,0886","1,0909","1,0909",-
144,14 oct 2024,"1,0925","1,0940","1,0906","1,0925","1,0925",-
145,11 oct 2024,"1,0934","1,0954","1,0927","1,0934","1,0934",-
146,10 oct 2024,"1,0943","1,0954","1,0914","1,0943","1,0943",-
147,9 oct 2024,"1,0976","1,0981","1,0941","1,0976","1,0976",-
148,8 oct 2024,"1,0976","1,0997","1,0962","1,0976","1,0976",-
149,7 oct 2024,"1,0975","1,0985","1,0956","1,0975","1,0975",-
150,4 oct 2024,"1,1036","1,1040","1,0956","1,1036","1,1036",-
151,3 oct 2024,"1,1049","1,1049","1,1010","1,1049","1,1049",-
152,2 oct 2024,"1,1064","1,1082","1,1034","1,1064","1,1064",-
153,1 oct 2024,"1,1137","1,1146","1,1061","1,1137","1,1137",-
154,30 sept 2024,"1,1170","1,1208","1,1136","1,1170","1,1170",-
155,27 sept 2024,"1,1177","1,1200","1,1127","1,1177","1,1177",-
156,26 sept 2024,"1,1131","1,1190","1,1127","1,1131","1,1131",-
157,25 sept 2024,"1,1191","1,1212","1,1142","1,1191","1,1191",-
158,24 sept 2024,"1,1112","1,1163","1,1104","1,1112","1,1112",-
159,23 sept 2024,"1,1161","1,1168","1,1085","1,1161","1,1161",-
160,20 sept 2024,"1,1162","1,1182","1,1137","1,1162","1,1162",-
161,19 sept 2024,"1,1115","1,1181","1,1071","1,1115","1,1115",-
162,18 sept 2024,"1,1123","1,1141","1,1109","1,1123","1,1123",-
163,17 sept 2024,"1,1130","1,1146","1,1113","1,1130","1,1130",-
164,16 sept 2024,"1,1088","1,1135","1,1087","1,1088","1,1088",-
165,13 sept 2024,"1,1078","1,1102","1,1074","1,1078","1,1078",-
166,12 sept 2024,"1,1011","1,1048","1,1007","1,1011","1,1011",-
167,11 sept 2024,"1,1021","1,1055","1,1003","1,1021","1,1021",-
168,10 sept 2024,"1,1038","1,1050","1,1016","1,1038","1,1038",-
169,9 sept 2024,"1,1087","1,1091","1,1035","1,1087","1,1087",-
170,6 sept 2024,"1,1111","1,1150","1,1067","1,1111","1,1111",-
171,5 sept 2024,"1,1080","1,1121","1,1075","1,1080","1,1080",-
172,4 sept 2024,"1,1049","1,1094","1,1041","1,1049","1,1049",-
173,3 sept 2024,"1,1067","1,1071","1,1034","1,1067","1,1067",-
174,2 sept 2024,"1,1045","1,1078","1,1043","1,1045","1,1045",-
175,30 ago 2024,"1,1080","1,1096","1,1054","1,1080","1,1080",-
176,29 ago 2024,"1,1125","1,1140","1,1056","1,1125","1,1125",-
177,28 ago 2024,"1,1178","1,1182","1,1105","1,1178","1,1178",-
178,27 ago 2024,"1,1165","1,1180","1,1151","1,1165","1,1165",-
179,26 ago 2024,"1,1188","1,1201","1,1153","1,1188","1,1188",-
180,23 ago 2024,"1,1117","1,1196","1,1107","1,1117","1,1117",-
181,22 ago 2024,"1,1155","1,1157","1,1099","1,1155","1,1155",-
182,21 ago 2024,"1,1128","1,1148","1,1106","1,1128","1,1128",-
183,20 ago 2024,"1,1086","1,1117","1,1072","1,1086","1,1086",-
184,19 ago 2024,"1,1025","1,1073","1,1024","1,1025","1,1025",-
185,16 ago 2024,"1,0973","1,1004","1,0974","1,0973","1,0973",-
186,15 ago 2024,"1,1013","1,1017","1,0951","1,1013","1,1013",-
187,14 ago 2024,"1,0997","1,1049","1,0988","1,0997","1,0997",-
188,13 ago 2024,"1,0936","1,0963","1,0916","1,0936","1,0936",-
189,12 ago 2024,"1,0914","1,0940","1,0913","1,0914","1,0914",-
190,9 ago 2024,"1,0916","1,0931","1,0910","1,0916","1,0916",-
191,8 ago 2024,"1,0928","1,0947","1,0882","1,0928","1,0928",-
192,7 ago 2024,"1,0926","1,0936","1,0907","1,0926","1,0926",-
193,6 ago 2024,"1,0951","1,0963","1,0905","1,0951","1,0951",-
194,5 ago 2024,"1,0911","1,1007","1,0894","1,0911","1,0911",-
195,2 ago 2024,"1,0788","1,0926","1,0783","1,0788","1,0788",-
196,1 ago 2024,"1,0824","1,0838","1,0778","1,0824","1,0824",-
197,31 jul 2024,"1,0816","1,0852","1,0809","1,0816","1,0816",-
198,30 jul 2024,"1,0819","1,0838","1,0800","1,0819","1,0819",-
199,29 jul 2024,"1,0854","1,0872","1,0803","1,0854","1,0854",-
200,26 jul 2024,"1,0851","1,0869","1,0843","1,0851","1,0851",-
201,25 jul 2024,"1,0840","1,0864","1,0829","1,0840","1,0840",-
202,24 jul 2024,"1,0851","1,0866","1,0827","1,0851","1,0851",-
203,23 jul 2024,"1,0890","1,0900","1,0844","1,0890","1,0890",-
204,22 jul 2024,"1,0899","1,0902","1,0874","1,0899","1,0899",-
205,19 jul 2024,"1,0902","1,0902","1,0877","1,0902","1,0902",-
206,18 jul 2024,"1,0940","1,0942","1,0905","1,0940","1,0940",-
207,17 jul 2024,"1,0903","1,0947","1,0896","1,0903","1,0903",-
208,16 jul 2024,"1,0902","1,0906","1,0872","1,0902","1,0902",-
209,15 jul 2024,"1,0886","1,0922","1,0884","1,0886","1,0886",-
210,12 jul 2024,"1,0873","1,0911","1,0863","1,0873","1,0873",-
211,11 jul 2024,"1,0833","1,0898","1,0833","1,0833","1,0833",-
212,10 jul 2024,"1,0815","1,0829","1,0812","1,0815","1,0815",-
213,9 jul 2024,"1,0831","1,0834","1,0806","1,0831","1,0831",-
214,8 jul 2024,"1,0826","1,0847","1,0815","1,0826","1,0826",-
215,5 jul 2024,"1,0811","1,0838","1,0811","1,0811","1,0811",-
216,4 jul 2024,"1,0793","1,0817","1,0784","1,0793","1,0793",-
217,3 jul 2024,"1,0748","1,0816","1,0737","1,0748","1,0748",-
218,2 jul 2024,"1,0737","1,0746","1,0711","1,0737","1,0737",-
219,1 jul 2024,"1,0735","1,0778","1,0721","1,0735","1,0735",-
220,28 jun 2024,"1,0708","1,0721","1,0686","1,0708","1,0708",-
221,27 jun 2024,"1,0680","1,0726","1,0678","1,0680","1,0680",-
222,26 jun 2024,"1,0710","1,0720","1,0668","1,0710","1,0710",-
223,25 jun 2024,"1,0733","1,0746","1,0692","1,0733","1,0733",-
224,24 jun 2024,"1,0688","1,0747","1,0684","1,0688","1,0688",-
225,21 jun 2024,"1,0706","1,0723","1,0672","1,0706","1,0706",-
226,20 jun 2024,"1,0752","1,0750","1,0708","1,0752","1,0752",-
227,19 jun 2024,"1,0742","1,0753","1,0726","1,0742","1,0742",-
228,18 jun 2024,"1,0741","1,0761","1,0711","1,0741","1,0741",-
229,17 jun 2024,"1,0702","1,0726","1,0688","1,0702","1,0702",-
230,14 jun 2024,"1,0739","1,0746","1,0668","1,0739","1,0739",-
231,13 jun 2024,"1,0813","1,0818","1,0754","1,0813","1,0813",-
232,12 jun 2024,"1,0740","1,0852","1,0735","1,0740","1,0740",-
233,11 jun 2024,"1,0764","1,0774","1,0721","1,0764","1,0764",-
234,10 jun 2024,"1,0779","1,0783","1,0734","1,0779","1,0779",-
235,7 jun 2024,"1,0894","1,0902","1,0805","1,0894","1,0894",-
236,6 jun 2024,"1,0875","1,0899","1,0864","1,0875","1,0875",-
237,5 jun 2024,"1,0882","1,0890","1,0861","1,0882","1,0882",-
238,4 jun 2024,"1,0907","1,0918","1,0861","1,0907","1,0907",-
239,3 jun 2024,"1,0853","1,0891","1,0828","1,0853","1,0853",-
240,31 may 2024,"1,0835","1,0883","1,0812","1,0835","1,0835",-
241,30 may 2024,"1,0802","1,0846","1,0789","1,0802","1,0802",-
242,29 may 2024,"1,0852","1,0859","1,0810","1,0852","1,0852",-
243,28 may 2024,"1,0862","1,0889","1,0859","1,0862","1,0862",-
244,27 may 2024,"1,0848","1,0867","1,0842","1,0848","1,0848",-
245,24 may 2024,"1,0813","1,0857","1,0806","1,0813","1,0813",-
246,23 may 2024,"1,0825","1,0861","1,0813","1,0825","1,0825",-
247,22 may 2024,"1,0855","1,0865","1,0823","1,0855","1,0855",-
248,21 may 2024,"1,0861","1,0875","1,0846","1,0861","1,0861",-
249,20 may 2024,"1,0875","1,0885","1,0855","1,0875","1,0875",-
250,17 may 2024,"1,0868","1,0879","1,0836","1,0868","1,0868",-
251,16 may 2024,"1,0890","1,0897","1,0855","1,0890","1,0890",-
252,15 may 2024,"1,0815","1,0874","1,0814","1,0815","1,0815",-
253,14 may 2024,"1,0794","1,0828","1,0776","1,0794","1,0794",-
254,13 may 2024,"1,0770","1,0807","1,0766","1,0770","1,0770",-
255,10 may 2024,"1,0785","1,0793","1,0762","1,0785","1,0785",-
256,9 may 2024,"1,0747","1,0783","1,0725","1,0747","1,0747",-
257,8 may 2024,"1,0750","1,0758","1,0736","1,0750","1,0750",-
258,7 may 2024,"1,0768","1,0790","1,0756","1,0768","1,0768",-
259,6 may 2024,"1,0758","1,0792","1,0756","1,0758","1,0758",-
260,3 may 2024,"1,0733","1,0809","1,0725","1,0733","1,0733",-
261,2 may 2024,"1,0722","1,0731","1,0676","1,0722","1,0722",-
262,1 may 2024,"1,0667","1,0689","1,0650","1,0667","1,0667",-
263,30 abr 2024,"1,0716","1,0737","1,0684","1,0716","1,0716",-
264,29 abr 2024,"1,0707","1,0735","1,0691","1,0707","1,0707",-
265,26 abr 2024,"1,0730","1,0753","1,0676","1,0730","1,0730",-
266,25 abr 2024,"1,0700","1,0732","1,0679","1,0700","1,0700",-
267,24 abr 2024,"1,0704","1,0716","1,0679","1,0704","1,0704",-
268,23 abr 2024,"1,0654","1,0710","1,0639","1,0654","1,0654",-
269,22 abr 2024,"1,0658","1,0671","1,0625","1,0658","1,0658",-
270,19 abr 2024,"1,0644","1,0680","1,0612","1,0644","1,0644",-
271,18 abr 2024,"1,0669","1,0692","1,0648","1,0669","1,0669",-
272,17 abr 2024,"1,0621","1,0653","1,0608","1,0621","1,0621",-
273,16 abr 2024,"1,0626","1,0654","1,0604","1,0626","1,0626",-
274,15 abr 2024,"1,0650","1,0666","1,0624","1,0650","1,0650",-
275,12 abr 2024,"1,0727","1,0730","1,0624","1,0727","1,0727",-
276,11 abr 2024,"1,0742","1,0756","1,0700","1,0742","1,0742",-
277,10 abr 2024,"1,0859","1,0868","1,0734","1,0859","1,0859",-
278,9 abr 2024,"1,0864","1,0889","1,0850","1,0864","1,0864",-
279,8 abr 2024,"1,0830","1,0858","1,0822","1,0830","1,0830",-
280,5 abr 2024,"1,0837","1,0848","1,0792","1,0837","1,0837",-
281,4 abr 2024,"1,0838","1,0876","1,0835","1,0838","1,0838",-
282,3 abr 2024,"1,0769","1,0832","1,0765","1,0769","1,0769",-
283,2 abr 2024,"1,0737","1,0779","1,0725","1,0737","1,0737",-
284,1 abr 2024,"1,0793","1,0801","1,0732","1,0793","1,0793",-
285,29 mar 2024,"1,0794","1,0807","1,0769","1,0794","1,0794",-
286,28 mar 2024,"1,0813","1,0828","1,0776","1,0813","1,0813",-
287,27 mar 2024,"1,0832","1,0839","1,0812","1,0832","1,0832",-
288,26 mar 2024,"1,0838","1,0864","1,0826","1,0838","1,0838",-
289,25 mar 2024,"1,0808","1,0844","1,0803","1,0808","1,0808",-
290,22 mar 2024,"1,0862","1,0870","1,0809","1,0862","1,0862",-
291,21 mar 2024,"1,0937","1,0945","1,0856","1,0937","1,0937",-
292,20 mar 2024,"1,0863","1,0874","1,0837","1,0863","1,0863",-
293,19 mar 2024,"1,0874","1,0878","1,0835","1,0874","1,0874",-
294,18 mar 2024,"1,0883","1,0908","1,0881","1,0883","1,0883",-
295,15 mar 2024,"1,0883","1,0902","1,0874","1,0883","1,0883",-
296,14 mar 2024,"1,0955","1,0955","1,0884","1,0955","1,0955",-
297,13 mar 2024,"1,0928","1,0949","1,0920","1,0928","1,0928",-
298,12 mar 2024,"1,0931","1,0942","1,0903","1,0931","1,0931",-
299,11 mar 2024,"1,0943","1,0951","1,0915","1,0943","1,0943",-
300,8 mar 2024,"1,0950","1,0978","1,0927","1,0950","1,0950",-
301,7 mar 2024,"1,0900","1,0941","1,0869","1,0900","1,0900",-
302,6 mar 2024,"1,0856","1,0914","1,0843","1,0856","1,0856",-
303,5 mar 2024,"1,0855","1,0875","1,0843","1,0855","1,0855",-
304,4 mar 2024,"1,0843","1,0866","1,0839","1,0843","1,0843",-
305,1 mar 2024,"1,0805","1,0842","1,0799","1,0805","1,0805",-
306,29 feb 2024,"1,0839","1,0856","1,0806","1,0839","1,0839",-
307,28 feb 2024,"1,0845","1,0847","1,0799","1,0845","1,0845",-
308,27 feb 2024,"1,0851","1,0866","1,0834","1,0851","1,0851",-
309,26 feb 2024,"1,0820","1,0859","1,0813","1,0820","1,0820",-
310,23 feb 2024,"1,0826","1,0839","1,0814","1,0826","1,0826",-
311,22 feb 2024,"1,0820","1,0886","1,0805","1,0820","1,0820",-
312,21 feb 2024,"1,0813","1,0823","1,0792","1,0813","1,0813",-
313,20 feb 2024,"1,0775","1,0839","1,0763","1,0775","1,0775",-
314,19 feb 2024,"1,0784","1,0790","1,0763","1,0785","1,0785",-
315,16 feb 2024,"1,0774","1,0781","1,0734","1,0774","1,0774",-
316,15 feb 2024,"1,0732","1,0786","1,0725","1,0732","1,0732",-
317,14 feb 2024,"1,0709","1,0734","1,0696","1,0709","1,0709",-
318,13 feb 2024,"1,0772","1,0796","1,0702","1,0772","1,0772",-
319,12 feb 2024,"1,0798","1,0805","1,0758","1,0798","1,0798",-
320,9 feb 2024,"1,0777","1,0794","1,0764","1,0777","1,0777",-
321,8 feb 2024,"1,0776","1,0790","1,0743","1,0776","1,0776",-
322,7 feb 2024,"1,0757","1,0784","1,0756","1,0757","1,0757",-
323,6 feb 2024,"1,0742","1,0763","1,0725","1,0742","1,0742",-
324,5 feb 2024,"1,0780","1,0787","1,0725","1,0780","1,0780",-
325,2 feb 2024,"1,0875","1,0898","1,0783","1,0875","1,0875",-
326,1 feb 2024,"1,0804","1,0866","1,0780","1,0804","1,0804",-
327,31 ene 2024,"1,0843","1,0886","1,0808","1,0843","1,0843",-
328,30 ene 2024,"1,0834","1,0856","1,0813","1,0834","1,0834",-
329,29 ene 2024,"1,0844","1,0850","1,0797","1,0844","1,0844",-
330,26 ene 2024,"1,0847","1,0883","1,0813","1,0847","1,0847",-
331,25 ene 2024,"1,0882","1,0900","1,0826","1,0882","1,0882",-
332,24 ene 2024,"1,0858","1,0931","1,0852","1,0858","1,0858",-
333,23 ene 2024,"1,0880","1,0918","1,0824","1,0880","1,0880",-
334,22 ene 2024,"1,0892","1,0910","1,0880","1,0892","1,0892",-
335,19 ene 2024,"1,0879","1,0893","1,0868","1,0879","1,0879",-
336,18 ene 2024,"1,0886","1,0908","1,0849","1,0886","1,0886",-
337,17 ene 2024,"1,0879","1,0885","1,0845","1,0879","1,0879",-
338,16 ene 2024,"1,0946","1,0947","1,0867","1,0946","1,0946",-
339,15 ene 2024,"1,0946","1,0959","1,0934","1,0946","1,0946",-
340,12 ene 2024,"1,0982","1,0987","1,0937","1,0982","1,0982",-
341,11 ene 2024,"1,0975","1,0991","1,0931","1,0975","1,0975",-
342,10 ene 2024,"1,0932","1,0970","1,0923","1,0932","1,0932",-
343,9 ene 2024,"1,0952","1,0967","1,0913","1,0952","1,0952",-
344,8 ene 2024,"1,0942","1,0978","1,0925","1,0942","1,0942",-
345,5 ene 2024,"1,0947","1,0996","1,0880","1,0947","1,0947",-
346,4 ene 2024,"1,0928","1,0970","1,0917","1,0928","1,0928",-
347,3 ene 2024,"1,0942","1,0967","1,0899","1,0942","1,0942",-
348,2 ene 2024,"1,1039","1,1046","1,0942","1,1039","1,1039",-
349,1 ene 2024,"1,1056","1,1053","1,1040","1,1056","1,1056",-
350,29 dic 2023,"1,1068","1,1086","1,1043","1,1068","1,1068",-
351,28 dic 2023,"1,1109","1,1139","1,1071","1,1109","1,1109",-
352,27 dic 2023,"1,1043","1,1122","1,1029","1,1043","1,1043",-
353,26 dic 2023,"1,1020","1,1040","1,1010","1,1020","1,1020",-
354,25 dic 2023,"1,1027","1,1042","1,1000","1,1027","1,1027",-
355,22 dic 2023,"1,1006","1,1041","1,0994","1,1006","1,1006",-
356,21 dic 2023,"1,0946","1,1000","1,0936","1,0946","1,0946",-
357,20 dic 2023,"1,0981","1,0980","1,0936","1,0981","1,0981",-
358,19 dic 2023,"1,0924","1,0988","1,0916","1,0924","1,0924",-
359,18 dic 2023,"1,0895","1,0930","1,0895","1,0895","1,0895",-
360,15 dic 2023,"1,0994","1,1006","1,0902","1,0994","1,0994",-
361,14 dic 2023,"1,0886","1,1004","1,0880","1,0886","1,0886",-
362,13 dic 2023,"1,0799","1,0808","1,0774","1,0799","1,0799",-
363,12 dic 2023,"1,0767","1,0822","1,0762","1,0767","1,0767",-
364,11 dic 2023,"1,0766","1,0779","1,0743","1,0766","1,0766",-
365,8 dic 2023,"1,0792","1,0801","1,0731","1,0792","1,0792",-
366,7 dic 2023,"1,0767","1,0797","1,0758","1,0767","1,0767",-
367,6 dic 2023,"1,0794","1,0804","1,0773","1,0794","1,0794",-
